OrderDate;DueDate;ShipDate;SalesOrderNumber;CustomerKey;Customer;BusinessType;Continent;CountryName;StateCode;StateName;CityName;ProductKey;ProductName;SubcategoryName;ProductSize;ProductDetail;CategoryName;OrderQuantity;UnitPrice;UnitCost;Discount %
01/05/2011;13/05/2011;08/05/2011;SO44567;401;Blast Midtown;Gym;North America;United States;NV;Nevada;Las Vegas;351;Isolate Whey Protein;Whey Protein;5lbs;Cookies;Protein;2;$2024.994;$569.394;2.30%
01/05/2011;13/05/2011;08/05/2011;SO44567;401;Blast Midtown;Gym;North America;United States;NV;Nevada;Las Vegas;350;Hydrolyzed Whey Protein;Whey Protein;5lbs;Caramel Ice Cream;Protein;3;$2024.994;$580.017;2.30%
01/05/2011;13/05/2011;08/05/2011;SO44567;401;Blast Midtown;Gym;North America;United States;NV;Nevada;Las Vegas;348;Isolate Whey Protein;Whey Protein;5lbs;Peanut Butter;Protein;4;$2024.994;$574.608;2.30%
01/05/2011;13/05/2011;08/05/2011;SO44567;401;Blast Midtown;Gym;North America;United States;NV;Nevada;Las Vegas;346;Isolate Whey Protein;Whey Protein;5lbs;Chocolate;Protein;2;$2039.994;$574.914;2.30%
01/05/2011;13/05/2011;08/05/2011;SO44567;401;Blast Midtown;Gym;North America;United States;NV;Nevada;Las Vegas;345;Hydrolyzed Whey Protein;Whey Protein;5lbs;Strawberry;Protein;3;$2039.994;$579.975;2.30%
01/05/2011;13/05/2011;08/05/2011;SO44567;401;Blast Midtown;Gym;North America;United States;NV;Nevada;Las Vegas;347;Hydrolyzed Whey Protein;Whey Protein;5lbs;Banana;Protein;3;$2039.994;$582.249;2.30%
01/05/2011;13/05/2011;08/05/2011;SO44567;401;Blast Midtown;Gym;North America;United States;NV;Nevada;Las Vegas;344;Hydrolyzed Whey Protein;Whey Protein;5lbs;Capuccino;Protein;4;$2039.994;$574.935;2.30%
01/05/2011;13/05/2011;08/05/2011;SO44568;287;Sweat Warehouse;Warehouse;North America;United States;MI;Michigan;Madison Heights;288;STEAK in Powder;Beef Protein;4lbs;Cookies;Protein;1;$722.595;$216.780;3.36%
01/05/2011;13/05/2011;08/05/2011;SO44568;287;Sweat Warehouse;Warehouse;North America;United States;MI;Michigan;Madison Heights;293;STEAK in Powder;Beef Protein;4lbs;Coconut;Protein;1;$722.595;$216.780;3.36%
01/05/2011;13/05/2011;08/05/2011;SO44568;287;Sweat Warehouse;Warehouse;North America;United States;MI;Michigan;Madison Heights;299;STEAK in Powder;Beef Protein;5lbs;Caramel Ice Cream;Protein;1;$809.760;$242.928;3.36%
01/05/2011;13/05/2011;08/05/2011;SO44569;348;Science Warehouse;Warehouse;North America;United States;CO;Colorado;Loveland;223;Men's 3/4 Leggings;Vests;M;Black;Clothing;2;$5.187;$1.557;2.69%
01/05/2011;13/05/2011;08/05/2011;SO44569;348;Science Warehouse;Warehouse;North America;United States;CO;Colorado;Loveland;215;Women Multivitamin;Vitamins;120 Capsules;NA;Vitamins;4;$20.187;$6.057;2.69%
01/05/2011;13/05/2011;08/05/2011;SO44569;348;Science Warehouse;Warehouse;North America;United States;CO;Colorado;Loveland;220;Platinum Multivitamin For Her;Vitamins;90 Tablets;NA;Vitamins;6;$20.187;$6.057;2.69%
01/05/2011;13/05/2011;08/05/2011;SO44569;348;Science Warehouse;Warehouse;North America;United States;CO;Colorado;Loveland;229;Long-Sleeve Logo Jersey;Jerseys;M;Red;Clothing;1;$28.840;$8.655;2.69%
01/05/2011;13/05/2011;08/05/2011;SO44569;348;Science Warehouse;Warehouse;North America;United States;CO;Colorado;Loveland;232;Long-Sleeve Logo Jersey;Jerseys;L;Red;Clothing;2;$28.840;$8.646;2.69%
01/05/2011;13/05/2011;08/05/2011;SO44569;348;Science Warehouse;Warehouse;North America;United States;CO;Colorado;Loveland;235;Long-Sleeve Logo Jersey;Jerseys;XL;Red;Clothing;3;$28.840;$8.655;2.69%
01/05/2011;13/05/2011;08/05/2011;SO44569;348;Science Warehouse;Warehouse;North America;United States;CO;Colorado;Loveland;296;STEAK in Powder;Beef Protein;4lbs;Vanilla;Protein;2;$714.704;$214.413;2.69%
01/05/2011;13/05/2011;08/05/2011;SO44569;348;Science Warehouse;Warehouse;North America;United States;CO;Colorado;Loveland;304;STEAK in Powder;Beef Protein;4lbs;Banana;Protein;2;$714.704;$214.413;2.69%
01/05/2011;13/05/2011;08/05/2011;SO44569;348;Science Warehouse;Warehouse;North America;United States;CO;Colorado;Loveland;293;STEAK in Powder;Beef Protein;4lbs;Coconut;Protein;1;$722.595;$216.780;2.69%
01/05/2011;13/05/2011;08/05/2011;SO44569;348;Science Warehouse;Warehouse;North America;United States;CO;Colorado;Loveland;307;STEAK in Powder;Beef Protein;4lbs;Peanut Butter;Protein;2;$722.595;$216.780;2.69%
01/05/2011;13/05/2011;08/05/2011;SO44569;348;Science Warehouse;Warehouse;North America;United States;CO;Colorado;Loveland;292;STEAK in Powder;Beef Protein;5lbs;Chocolate;Protein;1;$818.700;$245.610;2.69%
01/05/2011;13/05/2011;08/05/2011;SO44569;348;Science Warehouse;Warehouse;North America;United States;CO;Colorado;Loveland;348;Isolate Whey Protein;Whey Protein;5lbs;Peanut Butter;Protein;2;$2024.994;$574.608;2.69%
01/05/2011;13/05/2011;08/05/2011;SO44569;348;Science Warehouse;Warehouse;North America;United States;CO;Colorado;Loveland;351;Isolate Whey Protein;Whey Protein;5lbs;Cookies;Protein;3;$2024.994;$569.394;2.69%
01/05/2011;13/05/2011;08/05/2011;SO44569;348;Science Warehouse;Warehouse;North America;United States;CO;Colorado;Loveland;347;Hydrolyzed Whey Protein;Whey Protein;5lbs;Banana;Protein;2;$2039.994;$582.249;2.69%
01/05/2011;13/05/2011;08/05/2011;SO44569;348;Science Warehouse;Warehouse;North America;United States;CO;Colorado;Loveland;345;Hydrolyzed Whey Protein;Whey Protein;5lbs;Strawberry;Protein;5;$2039.994;$579.975;2.69%
01/05/2011;13/05/2011;08/05/2011;SO44570;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;223;Men's 3/4 Leggings;Vests;M;Black;Clothing;3;$5.187;$1.557;2.27%
01/05/2011;13/05/2011;08/05/2011;SO44570;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;220;Platinum Multivitamin For Her;Vitamins;90 Tablets;NA;Vitamins;3;$20.187;$6.057;2.27%
01/05/2011;13/05/2011;08/05/2011;SO44570;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;212;Opti-Women Multivitamin;Vitamins;60 Capsules;NA;Vitamins;4;$20.187;$6.057;2.27%
01/05/2011;13/05/2011;08/05/2011;SO44570;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;215;Women Multivitamin;Vitamins;120 Capsules;NA;Vitamins;5;$20.187;$6.057;2.27%
01/05/2011;13/05/2011;08/05/2011;SO44570;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;232;Long-Sleeve Logo Jersey;Jerseys;L;Red;Clothing;2;$28.840;$8.646;2.27%
01/05/2011;13/05/2011;08/05/2011;SO44570;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;235;Long-Sleeve Logo Jersey;Jerseys;XL;Red;Clothing;2;$28.840;$8.655;2.27%
01/05/2011;13/05/2011;08/05/2011;SO44570;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;285;TrueFit Grass-Fed Protein;Meal Replacement;2lbs;Natural;Carbs;3;$178.581;$53.577;2.27%
01/05/2011;13/05/2011;08/05/2011;SO44570;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;264;PRO Weight Gainer;Gainer;1lbs;Caramel Ice Cream;Carbs;2;$183.938;$55.182;2.27%
01/05/2011;13/05/2011;08/05/2011;SO44570;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;270;PRO Weight Gainer;Gainer;1lbs;Vanilla;Carbs;2;$183.938;$55.182;2.27%
01/05/2011;13/05/2011;08/05/2011;SO44570;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;262;PRO Weight Gainer;Gainer;1lbs;Cookies;Carbs;3;$183.938;$55.182;2.27%
01/05/2011;13/05/2011;08/05/2011;SO44570;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;272;PRO Weight Gainer;Gainer;1lbs;Banana;Carbs;4;$183.938;$55.182;2.27%
01/05/2011;13/05/2011;08/05/2011;SO44570;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;275;PRO Weight Gainer;Gainer;5lbs;Strawberry;Carbs;4;$356.898;$107.070;2.27%
01/05/2011;13/05/2011;08/05/2011;SO44570;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;324;Blended Protein;Blended Protein;2lbs;Chocolate;Protein;1;$419.459;$125.838;2.27%
01/05/2011;13/05/2011;08/05/2011;SO44570;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;334;100% Egg Protein;Egg Protein;2lbs;Strawberry;Protein;1;$419.459;$125.838;2.27%
01/05/2011;13/05/2011;08/05/2011;SO44570;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;340;100% Egg Protein;Egg Protein;2lbs;Caramel Ice Cream;Protein;1;$419.459;$125.838;2.27%
01/05/2011;13/05/2011;08/05/2011;SO44570;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;322;Blended Protein;Blended Protein;2lbs;Vanilla;Protein;2;$419.459;$125.823;2.27%
01/05/2011;13/05/2011;08/05/2011;SO44570;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;326;Blended Protein;Blended Protein;2lbs;Peanut Butter;Protein;2;$419.459;$125.838;2.27%
01/05/2011;13/05/2011;08/05/2011;SO44570;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;328;100% Egg Protein;Egg Protein;2lbs;Capuccino;Protein;2;$419.459;$125.838;2.27%
01/05/2011;13/05/2011;08/05/2011;SO44570;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;336;100% Egg Protein;Egg Protein;2lbs;Vanilla;Protein;2;$419.459;$125.838;2.27%
01/05/2011;13/05/2011;08/05/2011;SO44570;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;330;Blended Protein;Blended Protein;2lbs;Coconut;Protein;3;$419.459;$125.838;2.27%
01/05/2011;13/05/2011;08/05/2011;SO44570;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;338;100% Egg Protein;Egg Protein;2lbs;Banana;Protein;3;$419.459;$125.838;2.27%
01/05/2011;13/05/2011;08/05/2011;SO44570;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;320;Blended Protein;Blended Protein;2lbs;Cookies;Protein;4;$419.459;$125.838;2.27%
01/05/2011;13/05/2011;08/05/2011;SO44570;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;315;Hydrolyzed Whey Protein;Whey Protein;2lbs;Vanilla;Protein;1;$874.794;$262.362;2.27%
01/05/2011;13/05/2011;08/05/2011;SO44570;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;317;Hydrolyzed Whey Protein;Whey Protein;2lbs;Coconut;Protein;1;$874.794;$262.440;2.27%
01/05/2011;13/05/2011;08/05/2011;SO44570;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;316;Hydrolyzed Whey Protein;Whey Protein;2lbs;Peanut Butter;Protein;3;$874.794;$262.440;2.27%
01/05/2011;13/05/2011;08/05/2011;SO44570;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;318;Hydrolyzed Whey Protein;Whey Protein;2lbs;Cookies;Protein;5;$874.794;$262.440;2.27%
01/05/2011;13/05/2011;08/05/2011;SO44570;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;319;Hydrolyzed Whey Protein;Whey Protein;2lbs;Chocolate;Protein;5;$874.794;$262.440;2.27%
01/05/2011;13/05/2011;08/05/2011;SO44570;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;312;Hydrolyzed Whey Protein;Whey Protein;5lbs;Coconut;Protein;2;$2146.962;$644.091;2.27%
01/05/2011;13/05/2011;08/05/2011;SO44570;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;310;Hydrolyzed Whey Protein;Whey Protein;5lbs;Chocolate;Protein;3;$2146.962;$644.091;2.27%
01/05/2011;13/05/2011;08/05/2011;SO44570;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;311;Hydrolyzed Whey Protein;Whey Protein;5lbs;Peanut Butter;Protein;3;$2146.962;$644.091;2.27%
01/05/2011;13/05/2011;08/05/2011;SO44570;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;313;Hydrolyzed Whey Protein;Whey Protein;5lbs;Cookies;Protein;3;$2146.962;$644.091;2.27%
01/05/2011;13/05/2011;08/05/2011;SO44570;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;314;Hydrolyzed Whey Protein;Whey Protein;5lbs;Vanilla;Protein;4;$2146.962;$644.091;2.27%
31/05/2011;12/06/2011;07/06/2011;SO44740;216;WholyFit;Gym;North America;United States;CT;Connecticut;Waterbury;232;Long-Sleeve Logo Jersey;Jerseys;L;Red;Clothing;2;$28.840;$8.646;3.53%
31/05/2011;12/06/2011;07/06/2011;SO44740;216;WholyFit;Gym;North America;United States;CT;Connecticut;Waterbury;262;PRO Weight Gainer;Gainer;1lbs;Cookies;Carbs;1;$183.938;$55.182;3.53%
31/05/2011;12/06/2011;07/06/2011;SO44740;216;WholyFit;Gym;North America;United States;CT;Connecticut;Waterbury;342;Hydrolyzed Whey Protein;Whey Protein;1lbs;Banana;Protein;1;$419.459;$125.760;3.53%
31/05/2011;12/06/2011;07/06/2011;SO44740;216;WholyFit;Gym;North America;United States;CT;Connecticut;Waterbury;322;Blended Protein;Blended Protein;2lbs;Vanilla;Protein;2;$419.459;$125.823;3.53%
31/05/2011;12/06/2011;07/06/2011;SO44740;216;WholyFit;Gym;North America;United States;CT;Connecticut;Waterbury;324;Blended Protein;Blended Protein;2lbs;Chocolate;Protein;2;$419.459;$125.838;3.53%
31/05/2011;12/06/2011;07/06/2011;SO44740;216;WholyFit;Gym;North America;United States;CT;Connecticut;Waterbury;326;Blended Protein;Blended Protein;2lbs;Peanut Butter;Protein;2;$419.459;$125.838;3.53%
31/05/2011;12/06/2011;07/06/2011;SO44740;216;WholyFit;Gym;North America;United States;CT;Connecticut;Waterbury;328;100% Egg Protein;Egg Protein;2lbs;Capuccino;Protein;2;$419.459;$125.838;3.53%
31/05/2011;12/06/2011;07/06/2011;SO44740;216;WholyFit;Gym;North America;United States;CT;Connecticut;Waterbury;319;Hydrolyzed Whey Protein;Whey Protein;2lbs;Chocolate;Protein;1;$874.794;$262.440;3.53%
31/05/2011;12/06/2011;07/06/2011;SO44740;216;WholyFit;Gym;North America;United States;CT;Connecticut;Waterbury;315;Hydrolyzed Whey Protein;Whey Protein;2lbs;Vanilla;Protein;2;$874.794;$262.362;3.53%
31/05/2011;12/06/2011;07/06/2011;SO44741;92;DIY Workout Machine;Gym;North America;United States;WA;Washington;Woodinville;346;Isolate Whey Protein;Whey Protein;5lbs;Chocolate;Protein;1;$2039.994;$574.914;2.58%
31/05/2011;12/06/2011;07/06/2011;SO44741;92;DIY Workout Machine;Gym;North America;United States;WA;Washington;Woodinville;347;Hydrolyzed Whey Protein;Whey Protein;5lbs;Banana;Protein;1;$2039.994;$582.249;2.58%
31/05/2011;12/06/2011;07/06/2011;SO44742;57;Optimum Store;Warehouse;North America;United States;IL;Illinois;West Chicago;223;Men's 3/4 Leggings;Vests;M;Black;Clothing;12;$5.014;$1.557;3.38%
31/05/2011;12/06/2011;07/06/2011;SO44742;57;Optimum Store;Warehouse;North America;United States;IL;Illinois;West Chicago;212;Opti-Women Multivitamin;Vitamins;60 Capsules;NA;Vitamins;3;$20.187;$6.057;3.38%
31/05/2011;12/06/2011;07/06/2011;SO44742;57;Optimum Store;Warehouse;North America;United States;IL;Illinois;West Chicago;215;Women Multivitamin;Vitamins;120 Capsules;NA;Vitamins;6;$20.187;$6.057;3.38%
31/05/2011;12/06/2011;07/06/2011;SO44742;57;Optimum Store;Warehouse;North America;United States;IL;Illinois;West Chicago;220;Platinum Multivitamin For Her;Vitamins;90 Tablets;NA;Vitamins;8;$20.187;$6.057;3.38%
31/05/2011;12/06/2011;07/06/2011;SO44742;57;Optimum Store;Warehouse;North America;United States;IL;Illinois;West Chicago;229;Long-Sleeve Logo Jersey;Jerseys;M;Red;Clothing;2;$28.840;$8.655;3.38%
31/05/2011;12/06/2011;07/06/2011;SO44742;57;Optimum Store;Warehouse;North America;United States;IL;Illinois;West Chicago;235;Long-Sleeve Logo Jersey;Jerseys;XL;Red;Clothing;6;$28.840;$8.655;3.38%
31/05/2011;12/06/2011;07/06/2011;SO44742;57;Optimum Store;Warehouse;North America;United States;IL;Illinois;West Chicago;232;Long-Sleeve Logo Jersey;Jerseys;L;Red;Clothing;10;$28.840;$8.646;3.38%
31/05/2011;12/06/2011;07/06/2011;SO44742;57;Optimum Store;Warehouse;North America;United States;IL;Illinois;West Chicago;253;PRO Weight Gainer;Gainer;1lbs;Chocolate;Carbs;1;$178.581;$53.577;3.38%
31/05/2011;12/06/2011;07/06/2011;SO44742;57;Optimum Store;Warehouse;North America;United States;IL;Illinois;West Chicago;272;PRO Weight Gainer;Gainer;1lbs;Banana;Carbs;1;$183.938;$55.182;3.38%
31/05/2011;12/06/2011;07/06/2011;SO44742;57;Optimum Store;Warehouse;North America;United States;IL;Illinois;West Chicago;262;PRO Weight Gainer;Gainer;1lbs;Cookies;Carbs;2;$183.938;$55.182;3.38%
31/05/2011;12/06/2011;07/06/2011;SO44742;57;Optimum Store;Warehouse;North America;United States;IL;Illinois;West Chicago;264;PRO Weight Gainer;Gainer;1lbs;Caramel Ice Cream;Carbs;3;$183.938;$55.182;3.38%
31/05/2011;12/06/2011;07/06/2011;SO44742;57;Optimum Store;Warehouse;North America;United States;IL;Illinois;West Chicago;270;PRO Weight Gainer;Gainer;1lbs;Vanilla;Carbs;3;$183.938;$55.182;3.38%
31/05/2011;12/06/2011;07/06/2011;SO44742;57;Optimum Store;Warehouse;North America;United States;IL;Illinois;West Chicago;275;PRO Weight Gainer;Gainer;5lbs;Strawberry;Carbs;1;$356.898;$107.070;3.38%
31/05/2011;12/06/2011;07/06/2011;SO44742;57;Optimum Store;Warehouse;North America;United States;IL;Illinois;West Chicago;276;PRO Weight Gainer;Gainer;5lbs;Banana;Carbs;1;$356.898;$107.070;3.38%
31/05/2011;12/06/2011;07/06/2011;SO44742;57;Optimum Store;Warehouse;North America;United States;IL;Illinois;West Chicago;328;100% Egg Protein;Egg Protein;2lbs;Capuccino;Protein;2;$419.459;$125.838;3.38%
31/05/2011;12/06/2011;07/06/2011;SO44742;57;Optimum Store;Warehouse;North America;United States;IL;Illinois;West Chicago;330;Blended Protein;Blended Protein;2lbs;Coconut;Protein;3;$419.459;$125.838;3.38%
31/05/2011;12/06/2011;07/06/2011;SO44742;57;Optimum Store;Warehouse;North America;United States;IL;Illinois;West Chicago;338;100% Egg Protein;Egg Protein;2lbs;Banana;Protein;3;$419.459;$125.838;3.38%
31/05/2011;12/06/2011;07/06/2011;SO44742;57;Optimum Store;Warehouse;North America;United States;IL;Illinois;West Chicago;334;100% Egg Protein;Egg Protein;2lbs;Strawberry;Protein;4;$419.459;$125.838;3.38%
31/05/2011;12/06/2011;07/06/2011;SO44742;57;Optimum Store;Warehouse;North America;United States;IL;Illinois;West Chicago;322;Blended Protein;Blended Protein;2lbs;Vanilla;Protein;5;$419.459;$125.823;3.38%
31/05/2011;12/06/2011;07/06/2011;SO44742;57;Optimum Store;Warehouse;North America;United States;IL;Illinois;West Chicago;342;Hydrolyzed Whey Protein;Whey Protein;1lbs;Banana;Protein;6;$419.459;$125.760;3.38%
31/05/2011;12/06/2011;07/06/2011;SO44742;57;Optimum Store;Warehouse;North America;United States;IL;Illinois;West Chicago;332;100% Egg Protein;Egg Protein;2lbs;Cookies;Protein;8;$419.459;$125.838;3.38%
31/05/2011;12/06/2011;07/06/2011;SO44742;57;Optimum Store;Warehouse;North America;United States;IL;Illinois;West Chicago;326;Blended Protein;Blended Protein;2lbs;Peanut Butter;Protein;10;$419.459;$125.838;3.38%
31/05/2011;12/06/2011;07/06/2011;SO44742;57;Optimum Store;Warehouse;North America;United States;IL;Illinois;West Chicago;315;Hydrolyzed Whey Protein;Whey Protein;2lbs;Vanilla;Protein;3;$874.794;$262.362;3.38%
31/05/2011;12/06/2011;07/06/2011;SO44742;57;Optimum Store;Warehouse;North America;United States;IL;Illinois;West Chicago;319;Hydrolyzed Whey Protein;Whey Protein;2lbs;Chocolate;Protein;3;$874.794;$262.440;3.38%
31/05/2011;12/06/2011;07/06/2011;SO44742;57;Optimum Store;Warehouse;North America;United States;IL;Illinois;West Chicago;316;Hydrolyzed Whey Protein;Whey Protein;2lbs;Peanut Butter;Protein;4;$874.794;$262.440;3.38%
31/05/2011;12/06/2011;07/06/2011;SO44742;57;Optimum Store;Warehouse;North America;United States;IL;Illinois;West Chicago;310;Hydrolyzed Whey Protein;Whey Protein;5lbs;Chocolate;Protein;1;$2146.962;$644.091;3.38%
31/05/2011;12/06/2011;07/06/2011;SO44742;57;Optimum Store;Warehouse;North America;United States;IL;Illinois;West Chicago;314;Hydrolyzed Whey Protein;Whey Protein;5lbs;Vanilla;Protein;4;$2146.962;$644.091;3.38%
31/05/2011;12/06/2011;07/06/2011;SO44743;272;Heat Department;Warehouse;North America;United States;WA;Washington;Tacoma;218;Gym Sports Socks;Socks;M;Black;Clothing;2;$5.700;$1.698;2.79%
31/05/2011;12/06/2011;07/06/2011;SO44743;272;Heat Department;Warehouse;North America;United States;WA;Washington;Tacoma;304;STEAK in Powder;Beef Protein;4lbs;Banana;Protein;2;$714.704;$214.413;2.79%
31/05/2011;12/06/2011;07/06/2011;SO44743;272;Heat Department;Warehouse;North America;United States;WA;Washington;Tacoma;293;STEAK in Powder;Beef Protein;4lbs;Coconut;Protein;2;$722.595;$216.780;2.79%
31/05/2011;12/06/2011;07/06/2011;SO44743;272;Heat Department;Warehouse;North America;United States;WA;Washington;Tacoma;292;STEAK in Powder;Beef Protein;5lbs;Chocolate;Protein;1;$818.700;$245.610;2.79%
31/05/2011;12/06/2011;07/06/2011;SO44743;272;Heat Department;Warehouse;North America;United States;WA;Washington;Tacoma;349;Isolate Whey Protein;Whey Protein;5lbs;Coconut;Protein;6;$2024.994;$572.532;2.79%
31/05/2011;12/06/2011;07/06/2011;SO44743;272;Heat Department;Warehouse;North America;United States;WA;Washington;Tacoma;350;Hydrolyzed Whey Protein;Whey Protein;5lbs;Caramel Ice Cream;Protein;8;$2024.994;$580.017;2.79%
31/05/2011;12/06/2011;07/06/2011;SO44743;272;Heat Department;Warehouse;North America;United States;WA;Washington;Tacoma;347;Hydrolyzed Whey Protein;Whey Protein;5lbs;Banana;Protein;2;$2039.994;$582.249;2.79%
31/05/2011;12/06/2011;07/06/2011;SO44743;272;Heat Department;Warehouse;North America;United States;WA;Washington;Tacoma;346;Isolate Whey Protein;Whey Protein;5lbs;Chocolate;Protein;3;$2039.994;$574.914;2.79%
31/05/2011;12/06/2011;07/06/2011;SO44744;173;Supplements Ensure;Supplement Store;North America;Canada;BC;British Columbia;Vancouver;223;Men's 3/4 Leggings;Vests;M;Black;Clothing;3;$5.187;$1.557;2.84%
31/05/2011;12/06/2011;07/06/2011;SO44744;173;Supplements Ensure;Supplement Store;North America;Canada;BC;British Columbia;Vancouver;212;Opti-Women Multivitamin;Vitamins;60 Capsules;NA;Vitamins;1;$20.187;$6.057;2.84%
31/05/2011;12/06/2011;07/06/2011;SO44744;173;Supplements Ensure;Supplement Store;North America;Canada;BC;British Columbia;Vancouver;220;Platinum Multivitamin For Her;Vitamins;90 Tablets;NA;Vitamins;1;$20.187;$6.057;2.84%
31/05/2011;12/06/2011;07/06/2011;SO44744;173;Supplements Ensure;Supplement Store;North America;Canada;BC;British Columbia;Vancouver;215;Women Multivitamin;Vitamins;120 Capsules;NA;Vitamins;6;$20.187;$6.057;2.84%
31/05/2011;12/06/2011;07/06/2011;SO44744;173;Supplements Ensure;Supplement Store;North America;Canada;BC;British Columbia;Vancouver;232;Long-Sleeve Logo Jersey;Jerseys;L;Red;Clothing;2;$28.840;$8.646;2.84%
31/05/2011;12/06/2011;07/06/2011;SO44744;173;Supplements Ensure;Supplement Store;North America;Canada;BC;British Columbia;Vancouver;235;Long-Sleeve Logo Jersey;Jerseys;XL;Red;Clothing;5;$28.840;$8.655;2.84%
31/05/2011;12/06/2011;07/06/2011;SO44744;173;Supplements Ensure;Supplement Store;North America;Canada;BC;British Columbia;Vancouver;285;TrueFit Grass-Fed Protein;Meal Replacement;2lbs;Natural;Carbs;1;$178.581;$53.577;2.84%
31/05/2011;12/06/2011;07/06/2011;SO44744;173;Supplements Ensure;Supplement Store;North America;Canada;BC;British Columbia;Vancouver;330;Blended Protein;Blended Protein;2lbs;Coconut;Protein;1;$419.459;$125.838;2.84%
31/05/2011;12/06/2011;07/06/2011;SO44744;173;Supplements Ensure;Supplement Store;North America;Canada;BC;British Columbia;Vancouver;334;100% Egg Protein;Egg Protein;2lbs;Strawberry;Protein;1;$419.459;$125.838;2.84%
31/05/2011;12/06/2011;07/06/2011;SO44744;173;Supplements Ensure;Supplement Store;North America;Canada;BC;British Columbia;Vancouver;338;100% Egg Protein;Egg Protein;2lbs;Banana;Protein;1;$419.459;$125.838;2.84%
31/05/2011;12/06/2011;07/06/2011;SO44744;173;Supplements Ensure;Supplement Store;North America;Canada;BC;British Columbia;Vancouver;340;100% Egg Protein;Egg Protein;2lbs;Caramel Ice Cream;Protein;1;$419.459;$125.838;2.84%
31/05/2011;12/06/2011;07/06/2011;SO44744;173;Supplements Ensure;Supplement Store;North America;Canada;BC;British Columbia;Vancouver;342;Hydrolyzed Whey Protein;Whey Protein;1lbs;Banana;Protein;1;$419.459;$125.760;2.84%
31/05/2011;12/06/2011;07/06/2011;SO44744;173;Supplements Ensure;Supplement Store;North America;Canada;BC;British Columbia;Vancouver;324;Blended Protein;Blended Protein;2lbs;Chocolate;Protein;2;$419.459;$125.838;2.84%
31/05/2011;12/06/2011;07/06/2011;SO44744;173;Supplements Ensure;Supplement Store;North America;Canada;BC;British Columbia;Vancouver;332;100% Egg Protein;Egg Protein;2lbs;Cookies;Protein;2;$419.459;$125.838;2.84%
31/05/2011;12/06/2011;07/06/2011;SO44744;173;Supplements Ensure;Supplement Store;North America;Canada;BC;British Columbia;Vancouver;320;Blended Protein;Blended Protein;2lbs;Cookies;Protein;3;$419.459;$125.838;2.84%
31/05/2011;12/06/2011;07/06/2011;SO44744;173;Supplements Ensure;Supplement Store;North America;Canada;BC;British Columbia;Vancouver;326;Blended Protein;Blended Protein;2lbs;Peanut Butter;Protein;3;$419.459;$125.838;2.84%
31/05/2011;12/06/2011;07/06/2011;SO44744;173;Supplements Ensure;Supplement Store;North America;Canada;BC;British Columbia;Vancouver;317;Hydrolyzed Whey Protein;Whey Protein;2lbs;Coconut;Protein;1;$874.794;$262.440;2.84%
31/05/2011;12/06/2011;07/06/2011;SO44744;173;Supplements Ensure;Supplement Store;North America;Canada;BC;British Columbia;Vancouver;315;Hydrolyzed Whey Protein;Whey Protein;2lbs;Vanilla;Protein;2;$874.794;$262.362;2.84%
31/05/2011;12/06/2011;07/06/2011;SO44744;173;Supplements Ensure;Supplement Store;North America;Canada;BC;British Columbia;Vancouver;319;Hydrolyzed Whey Protein;Whey Protein;2lbs;Chocolate;Protein;2;$874.794;$262.440;2.84%
