OrderDate;ReturnDate;SalesOrderNumber;CustomerKey;Customer;BusinessType;Continent;CountryName;StateCode;StateName;CityName;ProductKey;ProductName;SubcategoryName;ProductSize;ProductDetail;CategoryName;ReturnQuantity;UnitPrice;ReturnAmount
29/01/2012;17/02/2012;SO46991;513;Pro Club;Gym;North America;United States;KY;Kentucky;Newport;458;Women's Tights;Vests;L;Black;Clothing;5;44.994;224.97
29/01/2012;16/02/2012;SO47036;596;Protein Sports;Warehouse;North America;United States;WA;Washington;Everett;354;100% Egg Protein;Egg Protein;5lbs;Caramel Ice Cream;Protein;2;1242.852;2485.704
29/01/2012;09/02/2012;SO47036;596;Protein Sports;Warehouse;North America;United States;WA;Washington;Everett;468;Full-Finger Gloves;Gloves;S;Black;Clothing;1;22.794;22.794
29/01/2012;11/02/2012;SO46974;127;Repair Store;Warehouse;North America;United States;WA;Washington;Redmond;397;BCAA 2:1:1;BCAA;400 Grams;NA;Amino Acids;6;24.295;145.767
29/01/2012;09/02/2012;SO46974;127;Repair Store;Warehouse;North America;United States;WA;Washington;Redmond;420;Myolean Evolution;Meal Replacement;30 serv;Natural;Carbs;2;141.615;283.23
29/01/2012;10/02/2012;SO47015;444;Resurrection Fitness;Gym;North America;Canada;AB;Alberta;Calgary;352;100% Egg Protein;Egg Protein;5lbs;Banana;Protein;1;1242.852;1242.852
29/01/2012;18/02/2012;SO47015;444;Resurrection Fitness;Gym;North America;Canada;AB;Alberta;Calgary;354;100% Egg Protein;Egg Protein;5lbs;Caramel Ice Cream;Protein;2;1242.852;2485.704
29/01/2012;06/02/2012;SO47015;444;Resurrection Fitness;Gym;North America;Canada;AB;Alberta;Calgary;358;100% Egg Protein;Egg Protein;5lbs;Strawberry;Protein;4;1229.459;4917.836
29/01/2012;11/02/2012;SO47015;444;Resurrection Fitness;Gym;North America;Canada;AB;Alberta;Calgary;356;100% Egg Protein;Egg Protein;5lbs;Vanilla;Protein;3;1242.852;3728.555
29/01/2012;09/02/2012;SO47015;444;Resurrection Fitness;Gym;North America;Canada;AB;Alberta;Calgary;420;Myolean Evolution;Meal Replacement;30 serv;Natural;Carbs;4;141.615;566.46
29/01/2012;14/02/2012;SO47035;528;Seafit Pilates;Gym;North America;United States;CA;California;Elk Grove;414;100% Keto Food;Meal Replacement;14 serv;Natural;Carbs;2;149.031;298.062
29/01/2012;12/02/2012;SO47008;426;Sportsaro;Warehouse;North America;Canada;ON;Ontario;Brampton;461;Men's Jacket;Jackets;L;Black;Clothing;3;53.994;161.982
29/01/2012;16/02/2012;SO47008;426;Sportsaro;Warehouse;North America;Canada;ON;Ontario;Brampton;415;Serious MASS Gainer;Gainer;1lbs;Caramel Ice Cream;Carbs;3;198.036;594.108
29/01/2012;18/02/2012;SO47008;426;Sportsaro;Warehouse;North America;Canada;ON;Ontario;Brampton;458;Women's Tights;Vests;L;Black;Clothing;4;44.994;179.976
29/01/2012;05/02/2012;SO46967;487;Sportslux;Warehouse;North America;United States;OR;Oregon;Salem;397;BCAA 2:1:1;BCAA;400 Grams;NA;Amino Acids;4;24.295;97.178
29/01/2012;12/02/2012;SO46967;487;Sportslux;Warehouse;North America;United States;OR;Oregon;Salem;395;RecoverMode Muscle Recovery;BCAA;30 Servings;NA;Amino Acids;9;61.374;552.366
29/01/2012;10/02/2012;SO46938;653;Start Store;Warehouse;North America;Canada;ON;Ontario;Toronto;364;Isolate Whey Protein;Whey Protein;2lbs;Strawberry;Protein;2;647.994;1295.988
29/01/2012;16/02/2012;SO46958;115;Storewind;Warehouse;North America;United States;NV;Nevada;Sparks;362;100% Egg Protein;Egg Protein;5lbs;Capuccino;Protein;2;1229.459;2458.918
29/01/2012;19/02/2012;SO47065;546;Supplements Achilles;Supplement Store;North America;United States;CO;Colorado;Loveland;362;100% Egg Protein;Egg Protein;5lbs;Capuccino;Protein;4;1229.459;4917.836
29/01/2012;06/02/2012;SO47065;546;Supplements Achilles;Supplement Store;North America;United States;CO;Colorado;Loveland;354;100% Egg Protein;Egg Protein;5lbs;Caramel Ice Cream;Protein;2;1242.852;2485.704
29/01/2012;14/02/2012;SO47065;546;Supplements Achilles;Supplement Store;North America;United States;CO;Colorado;Loveland;358;100% Egg Protein;Egg Protein;5lbs;Strawberry;Protein;6;1229.459;7376.753
29/01/2012;19/02/2012;SO47065;546;Supplements Achilles;Supplement Store;North America;United States;CO;Colorado;Loveland;356;100% Egg Protein;Egg Protein;5lbs;Vanilla;Protein;6;1242.852;7457.111
29/01/2012;06/02/2012;SO47065;546;Supplements Achilles;Supplement Store;North America;United States;CO;Colorado;Loveland;216;Animal Pak Multivitamin;Vitamins;44 Packs;NA;Vitamins;4;20.187;80.746
29/01/2012;11/02/2012;SO47065;546;Supplements Achilles;Supplement Store;North America;United States;CO;Colorado;Loveland;420;Myolean Evolution;Meal Replacement;30 serv;Natural;Carbs;6;141.615;849.69
29/01/2012;07/02/2012;SO47065;546;Supplements Achilles;Supplement Store;North America;United States;CO;Colorado;Loveland;411;ONE;Meal Replacement;3lbs;Natural;Carbs;1;125.415;125.415
29/01/2012;05/02/2012;SO47065;546;Supplements Achilles;Supplement Store;North America;United States;CO;Colorado;Loveland;297;STEAK in Powder;Beef Protein;4lbs;Chocolate;Protein;2;736.146;1472.291
29/01/2012;09/02/2012;SO46996;512;Supplements Aphrodite;Supplement Store;North America;United States;TN;Tennessee;Nashville;373;100% Egg Protein;Egg Protein;5lbs;Chocolate;Protein;2;1308.938;2617.875
29/01/2012;08/02/2012;SO46996;512;Supplements Aphrodite;Supplement Store;North America;United States;TN;Tennessee;Nashville;327;100% Egg Protein;Egg Protein;2lbs;Coconut;Protein;2;234.897;469.794
29/01/2012;19/02/2012;SO46996;512;Supplements Aphrodite;Supplement Store;North America;United States;TN;Tennessee;Nashville;414;100% Keto Food;Meal Replacement;14 serv;Natural;Carbs;2;149.031;298.062
29/01/2012;18/02/2012;SO46996;512;Supplements Aphrodite;Supplement Store;North America;United States;TN;Tennessee;Nashville;331;Pure Casein Protein;Casein Protein;2lbs;Strawberry;Protein;3;469.794;1409.382
29/01/2012;12/02/2012;SO46945;191;Supplements Challenge;Supplement Store;North America;Canada;ON;Ontario;Toronto;423;MRE Lite;Meal Replacement;1lbs;Natural;Carbs;1;165.231;165.231
29/01/2012;12/02/2012;SO47052;642;Supplements Crunch;Supplement Store;North America;United States;ME;Maine;Kittery;233;Long-Sleeve Logo Jersey;Jerseys;L;Black;Clothing;4;28.84;115.362
29/01/2012;13/02/2012;SO47066;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;373;100% Egg Protein;Egg Protein;5lbs;Chocolate;Protein;4;1308.938;5235.75
29/01/2012;08/02/2012;SO47066;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;327;100% Egg Protein;Egg Protein;2lbs;Coconut;Protein;1;234.897;234.897
29/01/2012;08/02/2012;SO47066;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;414;100% Keto Food;Meal Replacement;14 serv;Natural;Carbs;1;149.031;149.031
29/01/2012;07/02/2012;SO47066;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;242;100% Vegan Protein;Vegan Protein;4lbs;Chocolate;Protein;2;780.818;1561.636
29/01/2012;06/02/2012;SO47066;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;239;100% Vegan Protein;Vegan Protein;4lbs;Peanut Butter;Protein;2;780.818;1561.636
29/01/2012;05/02/2012;SO47066;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;422;BCAA Energy Amino Acids;BCAA;30 Servings;NA;Amino Acids;1;67.539;67.539
29/01/2012;05/02/2012;SO47066;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;343;Concentrate Whey Protein;Whey Protein;2lbs;Banana;Protein;3;469.794;1409.382
29/01/2012;15/02/2012;SO47066;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;377;Concentrate Whey Protein;Whey Protein;5lbs;Banana;Protein;3;1308.938;3926.813
29/01/2012;10/02/2012;SO47066;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;375;Concentrate Whey Protein;Whey Protein;5lbs;Capuccino;Protein;6;1308.938;7853.625
29/01/2012;06/02/2012;SO47066;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;323;Concentrate Whey Protein;Whey Protein;2lbs;Caramel Ice Cream;Protein;2;469.794;939.588
29/01/2012;09/02/2012;SO47066;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;379;Concentrate Whey Protein;Whey Protein;5lbs;Caramel Ice Cream;Protein;1;1308.938;1308.938
29/01/2012;09/02/2012;SO47066;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;339;Concentrate Whey Protein;Whey Protein;2lbs;Chocolate;Protein;1;469.794;469.794
29/01/2012;08/02/2012;SO47066;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;333;Concentrate Whey Protein;Whey Protein;2lbs;Coconut;Protein;3;469.794;1409.382
29/01/2012;12/02/2012;SO47066;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;325;Concentrate Whey Protein;Whey Protein;2lbs;Cookies;Protein;2;469.794;939.588
29/01/2012;18/02/2012;SO47066;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;335;Concentrate Whey Protein;Whey Protein;2lbs;Peanut Butter;Protein;1;469.794;469.794
29/01/2012;05/02/2012;SO47066;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;371;Concentrate Whey Protein;Whey Protein;5lbs;Strawberry;Protein;3;1308.938;3926.813
29/01/2012;17/02/2012;SO47066;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;329;Concentrate Whey Protein;Whey Protein;2lbs;Vanilla;Protein;2;469.794;939.588
29/01/2012;16/02/2012;SO47066;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;403;HMB 1000 mg;BCAA;90 Capsules;NA;Amino Acids;1;24.295;24.295
29/01/2012;12/02/2012;SO47066;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;370;Isolate Whey Protein;Whey Protein;5lbs;Capuccino;Protein;2;1466.01;2932.02
29/01/2012;14/02/2012;SO47066;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;461;Men's Jacket;Jackets;L;Black;Clothing;1;53.994;53.994
29/01/2012;16/02/2012;SO47066;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;263;PRO Weight Gainer;Gainer;2lbs;Banana;Carbs;2;202.332;404.664
29/01/2012;09/02/2012;SO47066;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;271;PRO Weight Gainer;Gainer;2lbs;Coconut;Carbs;1;202.332;202.332
29/01/2012;13/02/2012;SO47066;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;254;PRO Weight Gainer;Gainer;1lbs;Peanut Butter;Carbs;5;183.938;919.691
29/01/2012;09/02/2012;SO47066;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;265;PRO Weight Gainer;Gainer;2lbs;Peanut Butter;Carbs;3;202.332;606.996
29/01/2012;12/02/2012;SO47066;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;273;PRO Weight Gainer;Gainer;2lbs;Vanilla;Carbs;3;202.332;606.996
29/01/2012;18/02/2012;SO47066;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;341;Pure Casein Protein;Casein Protein;2lbs;Banana;Protein;3;469.794;1409.382
29/01/2012;08/02/2012;SO47066;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;321;Pure Casein Protein;Casein Protein;2lbs;Capuccino;Protein;3;469.794;1409.382
29/01/2012;11/02/2012;SO47066;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;337;Pure Casein Protein;Casein Protein;2lbs;Caramel Ice Cream;Protein;1;469.794;469.794
29/01/2012;13/02/2012;SO47066;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;383;Pure Casein Protein;Casein Protein;2lbs;Chocolate;Protein;5;600.263;3001.313
29/01/2012;16/02/2012;SO47066;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;369;Pure Casein Protein;Casein Protein;5lbs;Chocolate;Protein;1;1466.01;1466.01
29/01/2012;10/02/2012;SO47066;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;368;Pure Casein Protein;Casein Protein;5lbs;Coconut;Protein;2;1466.01;2932.02
29/01/2012;18/02/2012;SO47066;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;381;Pure Casein Protein;Casein Protein;2lbs;Cookies;Protein;2;600.263;1200.525
29/01/2012;08/02/2012;SO47066;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;385;Pure Casein Protein;Casein Protein;2lbs;Peanut Butter;Protein;4;600.263;2401.05
29/01/2012;05/02/2012;SO47066;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;389;Pure Casein Protein;Casein Protein;2lbs;Vanilla;Protein;3;600.263;1800.788
29/01/2012;06/02/2012;SO47066;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;433;Serious MASS Gainer;Gainer;5lbs;Banana;Carbs;1;324.453;324.453
29/01/2012;05/02/2012;SO47066;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;415;Serious MASS Gainer;Gainer;1lbs;Caramel Ice Cream;Carbs;1;198.036;198.036
29/01/2012;19/02/2012;SO47066;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;417;Serious MASS Gainer;Gainer;5lbs;Cookies;Carbs;1;324.453;324.453
29/01/2012;11/02/2012;SO47066;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;435;Serious MASS Gainer;Gainer;5lbs;Vanilla;Carbs;2;324.453;648.905
29/01/2012;09/02/2012;SO47066;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;439;STEAK in Powder;Beef Protein;5lbs;Strawberry;Protein;2;780.818;1561.636
29/01/2012;08/02/2012;SO47066;218;Supplements Jog;Supplement Store;North America;United States;WA;Washington;Longview;407;Xtend Original BCAA;BCAA;90 Servings;NA;Amino Acids;2;65.602;131.204
29/01/2012;12/02/2012;SO46948;558;Supplements Marvel;Supplement Store;North America;United States;NH;New Hampshire;Tilton;460;Men's Jacket;Jackets;M;Black;Clothing;4;53.994;215.976
29/01/2012;08/02/2012;SO46948;558;Supplements Marvel;Supplement Store;North America;United States;NH;New Hampshire;Tilton;254;PRO Weight Gainer;Gainer;1lbs;Peanut Butter;Carbs;2;183.938;367.876
29/01/2012;14/02/2012;SO46948;558;Supplements Marvel;Supplement Store;North America;United States;NH;New Hampshire;Tilton;407;Xtend Original BCAA;BCAA;90 Servings;NA;Amino Acids;2;65.602;131.204
29/01/2012;09/02/2012;SO47054;433;Supplements Nutritious;Supplement Store;North America;United States;WA;Washington;Lacey;368;Pure Casein Protein;Casein Protein;5lbs;Coconut;Protein;3;1466.01;4398.03
29/01/2012;13/02/2012;SO47027;436;Supplements Physical;Supplement Store;North America;United States;TX;Texas;College Station;213;Men Multivitamin for Men;Vitamins;240 Tablets;NA;Vitamins;3;20.187;60.56
29/01/2012;16/02/2012;SO47027;436;Supplements Physical;Supplement Store;North America;United States;TX;Texas;College Station;321;Pure Casein Protein;Casein Protein;2lbs;Capuccino;Protein;4;469.794;1879.176
29/01/2012;11/02/2012;SO47027;436;Supplements Physical;Supplement Store;North America;United States;TX;Texas;College Station;458;Women's Tights;Vests;L;Black;Clothing;4;44.994;179.976
29/01/2012;09/02/2012;SO47056;403;Supplements Viva;Supplement Store;North America;United States;CA;California;Lake Elsinore;373;100% Egg Protein;Egg Protein;5lbs;Chocolate;Protein;3;1308.938;3926.813
29/01/2012;05/02/2012;SO47056;403;Supplements Viva;Supplement Store;North America;United States;CA;California;Lake Elsinore;414;100% Keto Food;Meal Replacement;14 serv;Natural;Carbs;1;149.031;149.031
29/01/2012;16/02/2012;SO47056;403;Supplements Viva;Supplement Store;North America;United States;CA;California;Lake Elsinore;377;Concentrate Whey Protein;Whey Protein;5lbs;Banana;Protein;2;1308.938;2617.875
29/01/2012;11/02/2012;SO47056;403;Supplements Viva;Supplement Store;North America;United States;CA;California;Lake Elsinore;423;MRE Lite;Meal Replacement;1lbs;Natural;Carbs;3;165.231;495.693
29/01/2012;06/02/2012;SO47056;403;Supplements Viva;Supplement Store;North America;United States;CA;California;Lake Elsinore;433;Serious MASS Gainer;Gainer;5lbs;Banana;Carbs;3;324.453;973.358
29/01/2012;05/02/2012;SO47026;476;Supplements Ward;Supplement Store;North America;United States;GA;Georgia;Columbus;352;100% Egg Protein;Egg Protein;5lbs;Banana;Protein;3;1242.852;3728.555
29/01/2012;06/02/2012;SO47026;476;Supplements Ward;Supplement Store;North America;United States;GA;Georgia;Columbus;354;100% Egg Protein;Egg Protein;5lbs;Caramel Ice Cream;Protein;7;1242.852;8699.963
29/01/2012;10/02/2012;SO47026;476;Supplements Ward;Supplement Store;North America;United States;GA;Georgia;Columbus;358;100% Egg Protein;Egg Protein;5lbs;Strawberry;Protein;2;1229.459;2458.918
29/01/2012;17/02/2012;SO47026;476;Supplements Ward;Supplement Store;North America;United States;GA;Georgia;Columbus;356;100% Egg Protein;Egg Protein;5lbs;Vanilla;Protein;6;1242.852;7457.111
29/01/2012;14/02/2012;SO47026;476;Supplements Ward;Supplement Store;North America;United States;GA;Georgia;Columbus;420;Myolean Evolution;Meal Replacement;30 serv;Natural;Carbs;4;141.615;566.46
29/01/2012;11/02/2012;SO47026;476;Supplements Ward;Supplement Store;North America;United States;GA;Georgia;Columbus;411;ONE;Meal Replacement;3lbs;Natural;Carbs;2;125.415;250.83
29/01/2012;09/02/2012;SO46969;381;Thin Sports;Warehouse;North America;United States;MO;Missouri;Saint Louis;354;100% Egg Protein;Egg Protein;5lbs;Caramel Ice Cream;Protein;3;1242.852;3728.555
29/01/2012;09/02/2012;SO46956;198;Total Balance;Gym;North America;United States;MI;Michigan;Southfield;327;100% Egg Protein;Egg Protein;2lbs;Coconut;Protein;1;234.897;234.897
29/01/2012;06/02/2012;SO46956;198;Total Balance;Gym;North America;United States;MI;Michigan;Southfield;422;BCAA Energy Amino Acids;BCAA;30 Servings;NA;Amino Acids;4;67.539;270.156
29/01/2012;07/02/2012;SO46968;377;Total Body;Gym;North America;United States;MI;Michigan;Saginaw;414;100% Keto Food;Meal Replacement;14 serv;Natural;Carbs;5;149.031;745.155
29/01/2012;06/02/2012;SO46971;207;Urban Body Fitness;Gym;North America;United States;NC;North Carolina;Rocky Mount;216;Animal Pak Multivitamin;Vitamins;44 Packs;NA;Vitamins;4;20.187;80.746
29/01/2012;09/02/2012;SO47042;566;Utopia Sports;Warehouse;North America;United States;MS;Mississippi;Gulfport;462;Half-Finger Gloves;Gloves;S;Black;Clothing;3;14.129;42.387
29/01/2012;07/02/2012;SO47042;566;Utopia Sports;Warehouse;North America;United States;MS;Mississippi;Gulfport;367;Isolate Whey Protein;Whey Protein;2lbs;Caramel Ice Cream;Protein;4;647.994;2591.976
29/01/2012;14/02/2012;SO47042;566;Utopia Sports;Warehouse;North America;United States;MS;Mississippi;Gulfport;420;Myolean Evolution;Meal Replacement;30 serv;Natural;Carbs;7;141.615;991.305
29/01/2012;14/02/2012;SO46942;583;Venture Crossfit;Gym;North America;United States;AZ;Arizona;Surprise;213;Men Multivitamin for Men;Vitamins;240 Tablets;NA;Vitamins;4;20.187;80.746
29/01/2012;13/02/2012;SO47025;666;Warehousenest;Warehouse;North America;United States;OH;Ohio;Columbus;377;Concentrate Whey Protein;Whey Protein;5lbs;Banana;Protein;3;1308.938;3926.813
29/01/2012;15/02/2012;SO47025;666;Warehousenest;Warehouse;North America;United States;OH;Ohio;Columbus;423;MRE Lite;Meal Replacement;1lbs;Natural;Carbs;4;165.231;660.924
29/01/2012;14/02/2012;SO47053;45;Warehouseverse;Warehouse;North America;United States;TN;Tennessee;La Vergne;321;Pure Casein Protein;Casein Protein;2lbs;Capuccino;Protein;3;469.794;1409.382
29/01/2012;19/02/2012;SO46936;210;Warriors for Christ;Gym;North America;Canada;ON;Ontario;Toronto;327;100% Egg Protein;Egg Protein;2lbs;Coconut;Protein;1;234.897;234.897
29/01/2012;19/02/2012;SO46936;210;Warriors for Christ;Gym;North America;Canada;ON;Ontario;Toronto;414;100% Keto Food;Meal Replacement;14 serv;Natural;Carbs;1;149.031;149.031
29/01/2012;12/02/2012;SO46936;210;Warriors for Christ;Gym;North America;Canada;ON;Ontario;Toronto;216;Animal Pak Multivitamin;Vitamins;44 Packs;NA;Vitamins;4;20.187;80.746
29/01/2012;12/02/2012;SO47055;108;Welfare Store;Warehouse;North America;United States;ME;Maine;Kittery;327;100% Egg Protein;Egg Protein;2lbs;Coconut;Protein;19;234.897;4463.043
29/01/2012;11/02/2012;SO47055;108;Welfare Store;Warehouse;North America;United States;ME;Maine;Kittery;414;100% Keto Food;Meal Replacement;14 serv;Natural;Carbs;2;149.031;298.062
29/01/2012;18/02/2012;SO47055;108;Welfare Store;Warehouse;North America;United States;ME;Maine;Kittery;433;Serious MASS Gainer;Gainer;5lbs;Banana;Carbs;6;324.453;1946.716
29/01/2012;18/02/2012;SO46955;389;Windy Night;Gym;North America;Canada;BC;British Columbia;Surrey;354;100% Egg Protein;Egg Protein;5lbs;Caramel Ice Cream;Protein;2;1242.852;2485.704
29/01/2012;14/02/2012;SO46955;389;Windy Night;Gym;North America;Canada;BC;British Columbia;Surrey;358;100% Egg Protein;Egg Protein;5lbs;Strawberry;Protein;3;1229.459;3688.377
29/01/2012;19/02/2012;SO46955;389;Windy Night;Gym;North America;Canada;BC;British Columbia;Surrey;356;100% Egg Protein;Egg Protein;5lbs;Vanilla;Protein;2;1242.852;2485.704
29/01/2012;06/02/2012;SO46955;389;Windy Night;Gym;North America;Canada;BC;British Columbia;Surrey;420;Myolean Evolution;Meal Replacement;30 serv;Natural;Carbs;1;141.615;141.615
29/01/2012;16/02/2012;SO46975;478;Wisdom Sports;Warehouse;North America;Canada;BC;British Columbia;Richmond;414;100% Keto Food;Meal Replacement;14 serv;Natural;Carbs;1;149.031;149.031
29/01/2012;05/02/2012;SO47013;317;Workout Sports;Warehouse;North America;Canada;BC;British Columbia;Burnaby;370;Isolate Whey Protein;Whey Protein;5lbs;Capuccino;Protein;2;1466.01;2932.02
29/01/2012;08/02/2012;SO47049;345;Zeus Sports;Warehouse;North America;United States;TX;Texas;Humble;428;Serious MASS Gainer;Gainer;2lbs;Caramel Ice Cream;Carbs;6;209.256;1255.536
29/02/2012;12/03/2012;SO47438;21;Bounce Store;Warehouse;North America;United States;TX;Texas;Irving;411;ONE;Meal Replacement;3lbs;Natural;Carbs;2;125.415;250.83
29/02/2012;18/03/2012;SO47438;21;Bounce Store;Warehouse;North America;United States;TX;Texas;Irving;297;STEAK in Powder;Beef Protein;4lbs;Chocolate;Protein;4;736.146;2944.582
29/02/2012;18/03/2012;SO47456;490;Bounce Warehouse;Warehouse;North America;United States;TX;Texas;Mesquite;352;100% Egg Protein;Egg Protein;5lbs;Banana;Protein;2;1242.852;2485.704
29/02/2012;14/03/2012;SO47456;490;Bounce Warehouse;Warehouse;North America;United States;TX;Texas;Mesquite;362;100% Egg Protein;Egg Protein;5lbs;Capuccino;Protein;3;1229.459;3688.377
29/02/2012;18/03/2012;SO47456;490;Bounce Warehouse;Warehouse;North America;United States;TX;Texas;Mesquite;354;100% Egg Protein;Egg Protein;5lbs;Caramel Ice Cream;Protein;3;1242.852;3728.555
29/02/2012;20/03/2012;SO47456;490;Bounce Warehouse;Warehouse;North America;United States;TX;Texas;Mesquite;358;100% Egg Protein;Egg Protein;5lbs;Strawberry;Protein;5;1229.459;6147.295
29/02/2012;12/03/2012;SO47456;490;Bounce Warehouse;Warehouse;North America;United States;TX;Texas;Mesquite;356;100% Egg Protein;Egg Protein;5lbs;Vanilla;Protein;7;1242.852;8699.963
29/02/2012;19/03/2012;SO47456;490;Bounce Warehouse;Warehouse;North America;United States;TX;Texas;Mesquite;401;AMINOx BCAA;BCAA;70 Servings;NA;Amino Acids;2;65.602;131.204
29/02/2012;21/03/2012;SO47456;490;Bounce Warehouse;Warehouse;North America;United States;TX;Texas;Mesquite;420;Myolean Evolution;Meal Replacement;30 serv;Natural;Carbs;8;141.615;1132.92
29/02/2012;09/03/2012;SO47456;490;Bounce Warehouse;Warehouse;North America;United States;TX;Texas;Mesquite;391;ONE;Meal Replacement;10 packs;Natural;Carbs;4;88.932;355.728
29/02/2012;17/03/2012;SO47456;490;Bounce Warehouse;Warehouse;North America;United States;TX;Texas;Mesquite;393;ONE;Meal Replacement;12 oz;Natural;Carbs;4;137.694;550.776
29/02/2012;14/03/2012;SO47456;490;Bounce Warehouse;Warehouse;North America;United States;TX;Texas;Mesquite;396;ONE;Meal Replacement;24 oz;Natural;Carbs;2;74.838;149.676
29/02/2012;17/03/2012;SO47456;490;Bounce Warehouse;Warehouse;North America;United States;TX;Texas;Mesquite;411;ONE;Meal Replacement;3lbs;Natural;Carbs;1;125.415;125.415
29/02/2012;08/03/2012;SO47387;293;Brawn Department;Warehouse;North America;United States;UT;Utah;Park City;420;Myolean Evolution;Meal Replacement;30 serv;Natural;Carbs;4;141.615;566.46
29/02/2012;21/03/2012;SO47415;262;Crossfit Insanity;Gym;North America;Canada;AB;Alberta;Calgary;456;Women's Tights;Vests;S;Black;Clothing;2;44.994;89.988
29/02/2012;19/03/2012;SO47357;613;Crunch Fitness;Gym;North America;Canada;ON;Ontario;Vancouver;420;Myolean Evolution;Meal Replacement;30 serv;Natural;Carbs;2;141.615;283.23
29/02/2012;13/03/2012;SO47395;72;Departque;Warehouse;North America;United States;NH;New Hampshire;Nashua;373;100% Egg Protein;Egg Protein;5lbs;Chocolate;Protein;12;1265.306;15183.676
29/02/2012;12/03/2012;SO47395;72;Departque;Warehouse;North America;United States;NH;New Hampshire;Nashua;327;100% Egg Protein;Egg Protein;2lbs;Coconut;Protein;9;469.794;4228.146
29/02/2012;15/03/2012;SO47395;72;Departque;Warehouse;North America;United States;NH;New Hampshire;Nashua;414;100% Keto Food;Meal Replacement;14 serv;Natural;Carbs;1;149.031;149.031
29/02/2012;15/03/2012;SO47395;72;Departque;Warehouse;North America;United States;NH;New Hampshire;Nashua;333;Concentrate Whey Protein;Whey Protein;2lbs;Coconut;Protein;9;469.794;4228.146
29/02/2012;07/03/2012;SO47395;72;Departque;Warehouse;North America;United States;NH;New Hampshire;Nashua;423;MRE Lite;Meal Replacement;1lbs;Natural;Carbs;2;165.231;330.462
29/02/2012;07/03/2012;SO47395;72;Departque;Warehouse;North America;United States;NH;New Hampshire;Nashua;331;Pure Casein Protein;Casein Protein;2lbs;Strawberry;Protein;6;469.794;2818.764
29/02/2012;17/03/2012;SO47367;644;Expert Department;Warehouse;North America;United States;OR;Oregon;Springfield;383;Pure Casein Protein;Casein Protein;2lbs;Chocolate;Protein;3;600.263;1800.788
29/02/2012;18/03/2012;SO47450;54;Factory Store;Warehouse;North America;United States;NY;New York;Melville;323;Concentrate Whey Protein;Whey Protein;2lbs;Caramel Ice Cream;Protein;8;469.794;3758.352
29/02/2012;07/03/2012;SO47450;54;Factory Store;Warehouse;North America;United States;NY;New York;Melville;466;Half-Finger Gloves;Gloves;L;Black;Clothing;3;14.129;42.387
29/02/2012;21/03/2012;SO47458;457;Factory Warehouse;Warehouse;North America;United States;AZ;Arizona;Mesa;365;Isolate Whey Protein;Whey Protein;2lbs;Capuccino;Protein;5;647.994;3239.97
